Nama Broker,Kode Broker,Nama Emiten,Nama Perusahaan,Tanggal,Buy Value,Buy Lot,Buy Avg,Sell Value,Sell Lot,Sell Avg,Open Price,First Trade,Tertinggi,Terendah,Penutupan,Selisih,Persentase Selisih
MANDIRI SEKURITAS,CC,JARR,Jhonlin Agro Raya Tbk.,1/30/2026,1.7B,"6,594","2,628",2.1B,"7,839","2,656",2600.0,2600.0,2710.0,2550.0,2600.0,60.0,2.31%
BNI Sekuritas,NI,JARR,Jhonlin Agro Raya Tbk.,1/30/2026,297.3M,"1,134","2,622",141.6M,537,"2,636",2600.0,2600.0,2710.0,2550.0,2600.0,60.0,2.31%
BRI Danareksa Sekuritas,OD,JARR,Jhonlin Agro Raya Tbk.,1/30/2026,232.2M,881,"2,636",268.1M,"1,016","2,639",2600.0,2600.0,2710.0,2550.0,2600.0,60.0,2.31%
MANDIRI SEKURITAS,CC,JARR,Jhonlin Agro Raya Tbk.,2/2/2026,3.1B,"13,601","2,312",1.3B,"5,702","2,271",2600.0,2600.0,2610.0,2220.0,2270.0,-330.0,-14.54%
BNI Sekuritas,NI,JARR,Jhonlin Agro Raya Tbk.,2/2/2026,224.6M,985,"2,280",618.6M,"2,702","2,289",2600.0,2600.0,2610.0,2220.0,2270.0,-330.0,-14.54%
BRI Danareksa Sekuritas,OD,JARR,Jhonlin Agro Raya Tbk.,2/2/2026,1.4B,"6,063","2,243",,,,2600.0,2600.0,2610.0,2220.0,2270.0,-330.0,-14.54%
MANDIRI SEKURITAS,CC,JAST,Jasnita Telekomindo Tbk.,1/28/2026,529.2M,"45,665",116,1.1B,"93,376",114,132.0,132.0,132.0,113.0,113.0,-19.0,-16.81%
BNI Sekuritas,NI,JAST,Jasnita Telekomindo Tbk.,1/28/2026,231.8M,"20,159",115,738.6M,"62,300",119,132.0,132.0,132.0,113.0,113.0,-19.0,-16.81%
BRI Danareksa Sekuritas,OD,JAST,Jasnita Telekomindo Tbk.,1/28/2026,,,,90.8M,"7,948",114,132.0,132.0,132.0,113.0,113.0,-19.0,-16.81%
MANDIRI SEKURITAS,CC,JAST,Jasnita Telekomindo Tbk.,1/29/2026,215.2M,"20,829",103,281.6M,"27,702",102,105.0,104.0,112.0,97.0,108.0,-5.0,-4.63%
BNI Sekuritas,NI,JAST,Jasnita Telekomindo Tbk.,1/29/2026,,,,136M,"13,213",103,105.0,104.0,112.0,97.0,108.0,-5.0,-4.63%
MANDIRI SEKURITAS,CC,JAST,Jasnita Telekomindo Tbk.,1/30/2026,149M,"13,686",109,110.2M,"10,095",109,106.0,105.0,113.0,102.0,108.0,0.0,0.00%
BNI Sekuritas,NI,JAST,Jasnita Telekomindo Tbk.,1/30/2026,65.1M,"6,016",108,51.1M,"4,659",110,106.0,105.0,113.0,102.0,108.0,0.0,0.00%
BRI Danareksa Sekuritas,OD,JAST,Jasnita Telekomindo Tbk.,1/30/2026,29.6M,"2,718",109,121.4M,"11,140",109,106.0,105.0,113.0,102.0,108.0,0.0,0.00%
MANDIRI SEKURITAS,CC,JAST,Jasnita Telekomindo Tbk.,2/2/2026,46.4M,"4,647",100,357.9M,"35,941",100,109.0,109.0,110.0,94.0,97.0,-11.0,-11.34%
BRI Danareksa Sekuritas,OD,JAST,Jasnita Telekomindo Tbk.,2/2/2026,40.5M,"3,949",103,49.9M,"4,991",100,109.0,109.0,110.0,94.0,97.0,-11.0,-11.34%
MANDIRI SEKURITAS,CC,KBLV,First Media Tbk.,1/28/2026,1.4B,89.62,158,378.5M,23.335,162,172.0,172.0,172.0,148.0,151.0,-23.0,-15.23%
BNI Sekuritas,NI,KBLV,First Media Tbk.,1/28/2026,244.5M,15.094,162,,,,172.0,172.0,172.0,148.0,151.0,-23.0,-15.23%
MANDIRI SEKURITAS,CC,KBLV,First Media Tbk.,1/29/2026,850.7M,63.64,134,317.7M,23.135,137,149.0,149.0,149.0,129.0,141.0,-10.0,-7.09%
BNI Sekuritas,NI,KBLV,First Media Tbk.,1/29/2026,79.1M,5.939,133,70M,5.203,134,149.0,149.0,149.0,129.0,141.0,-10.0,-7.09%
MANDIRI SEKURITAS,CC,KBLV,First Media Tbk.,1/30/2026,145.5M,9.837,148,233.8M,15.771,148,147.0,147.0,152.0,142.0,144.0,3.0,2.08%
BNI Sekuritas,NI,KBLV,First Media Tbk.,1/30/2026,12.9M,870,148,7.8M,525,148,147.0,147.0,152.0,142.0,144.0,3.0,2.08%
BRI Danareksa Sekuritas,OD,KBLV,First Media Tbk.,1/30/2026,43.2M,2.94,147,,,,147.0,147.0,152.0,142.0,144.0,3.0,2.08%
MANDIRI SEKURITAS,CC,KBLV,First Media Tbk.,2/2/2026,387.9M,29.525,131,273.4M,20.479,133,144.0,144.0,145.0,126.0,130.0,-14.0,-10.77%
BNI Sekuritas,NI,KBLV,First Media Tbk.,2/2/2026,13.6M,1.06,129,39.6M,3.024,131,144.0,144.0,145.0,126.0,130.0,-14.0,-10.77%
MANDIRI SEKURITAS,CC,KETR,Ketrosden Triasmitra Tbk.,1/28/2026,7.9B,"99,544",794,3.6B,"44,122",813,745.0,745.0,910.0,745.0,795.0,-80.0,-10.06%
BNI Sekuritas,NI,KETR,Ketrosden Triasmitra Tbk.,1/28/2026,,,,469.7M,"5,917",794,745.0,745.0,910.0,745.0,795.0,-80.0,-10.06%
MANDIRI SEKURITAS,CC,KETR,Ketrosden Triasmitra Tbk.,1/29/2026,4.7B,"63,778",732,3.5B,"45,822",760,750.0,755.0,805.0,680.0,800.0,5.0,0.63%
MANDIRI SEKURITAS,CC,KETR,Ketrosden Triasmitra Tbk.,1/30/2026,3.1B,"41,032",762,4.3B,"53,590",803,855.0,850.0,855.0,730.0,750.0,-50.0,-6.67%
BNI Sekuritas,NI,KETR,Ketrosden Triasmitra Tbk.,1/30/2026,555.2M,"7,082",784,436.9M,"5,790",755,855.0,850.0,855.0,730.0,750.0,-50.0,-6.67%
MANDIRI SEKURITAS,CC,KETR,Ketrosden Triasmitra Tbk.,2/2/2026,4.7B,"70,890",668,1.5B,"22,193",666,735.0,735.0,755.0,640.0,640.0,-110.0,-17.19%
BNI Sekuritas,NI,KETR,Ketrosden Triasmitra Tbk.,2/2/2026,242.9M,"3,767",645,273.9M,"4,223",-,735.0,735.0,755.0,640.0,640.0,-110.0,-17.19%
BRI Danareksa Sekuritas,OD,KETR,Ketrosden Triasmitra Tbk.,2/2/2026,,,,387.8M,"5,849",663,735.0,735.0,755.0,640.0,640.0,-110.0,-17.19%
MANDIRI SEKURITAS,CC,KIJA,Kawasan Industri Jababeka Tbk.,1/28/2026,9.2B,376.711,244,6.9B,277.538,247,238.0,238.0,260.0,238.0,258.0,-22.0,-8.53%
MANDIRI SEKURITAS,CC,KIJA,Kawasan Industri Jababeka Tbk.,1/29/2026,8.2B,362.257,227,6.9B,302.208,229,238.0,240.0,250.0,220.0,224.0,-34.0,-15.18%
BRI Danareksa Sekuritas,OD,KIJA,Kawasan Industri Jababeka Tbk.,1/29/2026,2.7B,119.013,230,2.3B,100.783,233,238.0,240.0,250.0,220.0,224.0,-34.0,-15.18%
MANDIRI SEKURITAS,CC,KIJA,Kawasan Industri Jababeka Tbk.,1/30/2026,2.9B,123.633,231,2.7B,114.368,233,230.0,232.0,240.0,220.0,228.0,4.0,1.75%
BRI Danareksa Sekuritas,OD,KIJA,Kawasan Industri Jababeka Tbk.,1/30/2026,,,,1.3B,55.119,232,230.0,232.0,240.0,220.0,228.0,4.0,1.75%
MANDIRI SEKURITAS,CC,KIJA,Kawasan Industri Jababeka Tbk.,2/2/2026,12.1B,600.378,201,3.8B,189.049,200,232.0,230.0,232.0,194.0,197.0,-31.0,-15.74%
MANDIRI SEKURITAS,CC,KIOS,Kioson Komersial Indonesia Tbk.,1/28/2026,181.4M,14.554,125,151.6M,12.2,124,129.0,129.0,142.0,122.0,122.0,-21.0,-17.21%
BNI Sekuritas,NI,KIOS,Kioson Komersial Indonesia Tbk.,1/28/2026,162.9M,13.093,124,80.5M,6.303,128,129.0,129.0,142.0,122.0,122.0,-21.0,-17.21%
MANDIRI SEKURITAS,CC,KIOS,Kioson Komersial Indonesia Tbk.,1/29/2026,3B,210.366,143,2.7B,189.952,144,106.0,106.0,163.0,104.0,154.0,32.0,20.78%
BNI Sekuritas,NI,KIOS,Kioson Komersial Indonesia Tbk.,1/29/2026,443M,30.921,143,925.3M,64.176,144,106.0,106.0,163.0,104.0,154.0,32.0,20.78%
BRI Danareksa Sekuritas,OD,KIOS,Kioson Komersial Indonesia Tbk.,1/29/2026,677.2M,44.789,151,816.8M,57.077,143,106.0,106.0,163.0,104.0,154.0,32.0,20.78%
MANDIRI SEKURITAS,CC,KIOS,Kioson Komersial Indonesia Tbk.,1/30/2026,906.2M,67.202,135,856.2M,62.855,136,134.0,137.0,144.0,131.0,131.0,-23.0,-17.56%
BNI Sekuritas,NI,KIOS,Kioson Komersial Indonesia Tbk.,1/30/2026,500.5M,37.02,135,272.8M,19.915,137,134.0,137.0,144.0,131.0,131.0,-23.0,-17.56%
BRI Danareksa Sekuritas,OD,KIOS,Kioson Komersial Indonesia Tbk.,1/30/2026,182.2M,13.33,137,122.5M,8.924,137,134.0,137.0,144.0,131.0,131.0,-23.0,-17.56%
MANDIRI SEKURITAS,CC,KIOS,Kioson Komersial Indonesia Tbk.,2/2/2026,288.5M,25.109,115,116.5M,10.096,115,121.0,122.0,129.0,112.0,112.0,-19.0,-16.96%
BNI Sekuritas,NI,KIOS,Kioson Komersial Indonesia Tbk.,2/2/2026,113.7M,9.998,114,,,,121.0,122.0,129.0,112.0,112.0,-19.0,-16.96%
BRI Danareksa Sekuritas,OD,KIOS,Kioson Komersial Indonesia Tbk.,2/2/2026,101.2M,8.71,116,30.8M,2.678,115,121.0,122.0,129.0,112.0,112.0,-19.0,-16.96%
MANDIRI SEKURITAS,CC,KOCI,Kokoh Exa Nusantara Tbk.,1/28/2026,106K,5,212,,,,0.0,0.0,212.0,212.0,212.0,-22.0,-10.38%
BNI Sekuritas,NI,KOCI,Kokoh Exa Nusantara Tbk.,1/28/2026,137.4M,6.483,212,,,,0.0,0.0,212.0,212.0,212.0,-22.0,-10.38%
MANDIRI SEKURITAS,CC,KOCI,Kokoh Exa Nusantara Tbk.,1/29/2026,8.6M,452,191,,,,0.0,0.0,200.0,191.0,191.0,-21.0,-10.99%
MANDIRI SEKURITAS,CC,KOCI,Kokoh Exa Nusantara Tbk.,1/30/2026,,,,66.3M,3.856,172,0.0,0.0,172.0,172.0,172.0,-19.0,-11.05%
BNI Sekuritas,NI,KOCI,Kokoh Exa Nusantara Tbk.,1/30/2026,100M,5.813,172,16.6M,967,172,0.0,0.0,172.0,172.0,172.0,-19.0,-11.05%
BRI Danareksa Sekuritas,OD,KOCI,Kokoh Exa Nusantara Tbk.,1/30/2026,,,,1.1M,63,172,0.0,0.0,172.0,172.0,172.0,-19.0,-11.05%
MANDIRI SEKURITAS,CC,KOCI,Kokoh Exa Nusantara Tbk.,2/2/2026,5.4M,351,155,16.6M,1.07,155,0.0,0.0,155.0,155.0,155.0,-17.0,-10.97%
BNI Sekuritas,NI,KOCI,Kokoh Exa Nusantara Tbk.,2/2/2026,,,,77.5K,5,155,0.0,0.0,155.0,155.0,155.0,-17.0,-10.97%
MANDIRI SEKURITAS,CC,KPIG,MNC Tourism Indonesia Tbk.,1/28/2026,3.2B,"146,631",220,1.6B,"71,076",222,216.0,218.0,236.0,210.0,218.0,-28.0,-12.84%
BNI Sekuritas,NI,KPIG,MNC Tourism Indonesia Tbk.,1/28/2026,,,,851.3M,"39,299",217,216.0,218.0,236.0,210.0,218.0,-28.0,-12.84%
BRI Danareksa Sekuritas,OD,KPIG,MNC Tourism Indonesia Tbk.,1/28/2026,631.9M,"28,231",224,690.5M,"30,104",229,216.0,218.0,236.0,210.0,218.0,-28.0,-12.84%
MANDIRI SEKURITAS,CC,KPIG,MNC Tourism Indonesia Tbk.,1/29/2026,3.5B,"178,481",194,8.9B,"435,442",205,218.0,218.0,218.0,186.0,197.0,-21.0,-10.66%
BNI Sekuritas,NI,KPIG,MNC Tourism Indonesia Tbk.,1/29/2026,,,,667.9M,"34,989",191,218.0,218.0,218.0,186.0,197.0,-21.0,-10.66%
MANDIRI SEKURITAS,CC,KPIG,MNC Tourism Indonesia Tbk.,1/30/2026,2.7B,"139,198",191,3B,"159,573",190,199.0,200.0,206.0,183.0,187.0,-10.0,-5.35%
BNI Sekuritas,NI,KPIG,MNC Tourism Indonesia Tbk.,1/30/2026,,,,458.1M,"23,611",194,199.0,200.0,206.0,183.0,187.0,-10.0,-5.35%
BRI Danareksa Sekuritas,OD,KPIG,MNC Tourism Indonesia Tbk.,1/30/2026,375.8M,"19,435",193,,,,199.0,200.0,206.0,183.0,187.0,-10.0,-5.35%
MANDIRI SEKURITAS,CC,KPIG,MNC Tourism Indonesia Tbk.,2/2/2026,2.5B,"143,645",171,2.9B,"169,055",171,185.0,185.0,186.0,164.0,180.0,-7.0,-3.89%
MANDIRI SEKURITAS,CC,LAJU,Jasa Berdikari Logistics Tbk.,1/28/2026,919.5M,81.523,113,763.9M,63.79,120,120.0,120.0,123.0,102.0,102.0,-18.0,-17.65%
BNI Sekuritas,NI,LAJU,Jasa Berdikari Logistics Tbk.,1/28/2026,330M,28.714,115,83M,6.917,120,120.0,120.0,123.0,102.0,102.0,-18.0,-17.65%
BRI Danareksa Sekuritas,OD,LAJU,Jasa Berdikari Logistics Tbk.,1/28/2026,62.5M,5.377,116,,,,120.0,120.0,123.0,102.0,102.0,-18.0,-17.65%
MANDIRI SEKURITAS,CC,LAJU,Jasa Berdikari Logistics Tbk.,1/29/2026,1.2B,138.131,89,1.1B,127.349,88,87.0,87.0,94.0,87.0,87.0,-15.0,-17.24%
BNI Sekuritas,NI,LAJU,Jasa Berdikari Logistics Tbk.,1/29/2026,232.6M,26.185,89,567.7M,64.905,87,87.0,87.0,94.0,87.0,87.0,-15.0,-17.24%
BRI Danareksa Sekuritas,OD,LAJU,Jasa Berdikari Logistics Tbk.,1/29/2026,,,,523.5M,59.881,87,87.0,87.0,94.0,87.0,87.0,-15.0,-17.24%
MANDIRI SEKURITAS,CC,LAJU,Jasa Berdikari Logistics Tbk.,1/30/2026,3.1B,339.127,91,3.4B,368.295,93,87.0,88.0,100.0,84.0,92.0,5.0,5.43%
BNI Sekuritas,NI,LAJU,Jasa Berdikari Logistics Tbk.,1/30/2026,747.9M,82.294,91,527.2M,57.504,92,87.0,88.0,100.0,84.0,92.0,5.0,5.43%
BRI Danareksa Sekuritas,OD,LAJU,Jasa Berdikari Logistics Tbk.,1/30/2026,317.4M,34.767,91,,,,87.0,88.0,100.0,84.0,92.0,5.0,5.43%
MANDIRI SEKURITAS,CC,LAJU,Jasa Berdikari Logistics Tbk.,2/2/2026,1B,123.874,83,2.2B,263.267,85,93.0,93.0,95.0,79.0,79.0,-13.0,-16.46%
BNI Sekuritas,NI,LAJU,Jasa Berdikari Logistics Tbk.,2/2/2026,210.4M,24.824,85,330.8M,40.956,81,93.0,93.0,95.0,79.0,79.0,-13.0,-16.46%
MANDIRI SEKURITAS,CC,LEAD,Logindo Samudramakmur Tbk.,1/28/2026,23.3M,1.532,152,,,,0.0,0.0,152.0,152.0,152.0,-16.0,-10.53%
BNI Sekuritas,NI,LEAD,Logindo Samudramakmur Tbk.,1/28/2026,8.3M,543,152,,,,0.0,0.0,152.0,152.0,152.0,-16.0,-10.53%
BRI Danareksa Sekuritas,OD,LEAD,Logindo Samudramakmur Tbk.,1/28/2026,3.2M,210,152,,,,0.0,0.0,152.0,152.0,152.0,-16.0,-10.53%
MANDIRI SEKURITAS,CC,LEAD,Logindo Samudramakmur Tbk.,1/29/2026,27.2M,1.985,137,137K,10,137,0.0,0.0,137.0,137.0,137.0,-15.0,-10.95%
BNI Sekuritas,NI,LEAD,Logindo Samudramakmur Tbk.,1/29/2026,9.3M,682,137,,,,0.0,0.0,137.0,137.0,137.0,-15.0,-10.95%
MANDIRI SEKURITAS,CC,LEAD,Logindo Samudramakmur Tbk.,1/30/2026,280.5M,20.043,140,457.1M,33.031,138,0.0,0.0,140.0,138.0,140.0,3.0,2.14%
BNI Sekuritas,NI,LEAD,Logindo Samudramakmur Tbk.,1/30/2026,132.9M,9.513,140,101.9M,7.36,138,0.0,0.0,140.0,138.0,140.0,3.0,2.14%
BRI Danareksa Sekuritas,OD,LEAD,Logindo Samudramakmur Tbk.,1/30/2026,,,,91.7M,6.623,138,0.0,0.0,140.0,138.0,140.0,3.0,2.14%
MANDIRI SEKURITAS,CC,LEAD,Logindo Samudramakmur Tbk.,2/2/2026,12.2M,972,126,,,,0.0,0.0,126.0,126.0,126.0,-14.0,-11.11%
BRI Danareksa Sekuritas,OD,LEAD,Logindo Samudramakmur Tbk.,2/2/2026,4.6M,365,126,,,,0.0,0.0,126.0,126.0,126.0,-14.0,-11.11%
MANDIRI SEKURITAS,CC,LINK,Link Net Tbk.,1/28/2026,231.2M,810,2.854,148.3M,520,2.853,2860.0,2850.0,3060.0,2710.0,2810.0,-370.0,-13.17%
BNI Sekuritas,NI,LINK,Link Net Tbk.,1/28/2026,23.2M,81,2.862,3.1M,11,2.85,2860.0,2850.0,3060.0,2710.0,2810.0,-370.0,-13.17%
BRI Danareksa Sekuritas,OD,LINK,Link Net Tbk.,1/28/2026,24.2M,85,2.845,1.5M,5,2.934,2860.0,2850.0,3060.0,2710.0,2810.0,-370.0,-13.17%
MANDIRI SEKURITAS,CC,LINK,Link Net Tbk.,1/29/2026,141.1M,586,2.408,67.3M,279,2.412,2390.0,2390.0,2670.0,2390.0,2550.0,-260.0,-10.20%
BNI Sekuritas,NI,LINK,Link Net Tbk.,1/29/2026,2.9M,12,2.453,,,,2390.0,2390.0,2670.0,2390.0,2550.0,-260.0,-10.20%
BRI Danareksa Sekuritas,OD,LINK,Link Net Tbk.,1/29/2026,9.7M,40,2.429,62.1M,251,2.475,2390.0,2390.0,2670.0,2390.0,2550.0,-260.0,-10.20%
MANDIRI SEKURITAS,CC,LINK,Link Net Tbk.,1/30/2026,14.4M,58,2.481,96.8M,397,2.439,2550.0,2540.0,2550.0,2310.0,2420.0,-130.0,-5.37%
BNI Sekuritas,NI,LINK,Link Net Tbk.,1/30/2026,2.7M,11,2.426,2.3M,9,2.5,2550.0,2540.0,2550.0,2310.0,2420.0,-130.0,-5.37%
BRI Danareksa Sekuritas,OD,LINK,Link Net Tbk.,1/30/2026,5.5M,23,2.41,18.8M,76,2.472,2550.0,2540.0,2550.0,2310.0,2420.0,-130.0,-5.37%
MANDIRI SEKURITAS,CC,LINK,Link Net Tbk.,2/2/2026,29.1M,134,2.171,,,,2420.0,2510.0,2600.0,2060.0,2060.0,-360.0,-17.48%
BNI Sekuritas,NI,LINK,Link Net Tbk.,2/2/2026,16.9M,80,2.116,24.5M,118,2.077,2420.0,2510.0,2600.0,2060.0,2060.0,-360.0,-17.48%
BRI Danareksa Sekuritas,OD,LINK,Link Net Tbk.,2/2/2026,45M,199,2.259,54.8M,260,2.106,2420.0,2510.0,2600.0,2060.0,2060.0,-360.0,-17.48%
MANDIRI SEKURITAS,CC,LIVE,Homeco Victoria Makmur Tbk.,1/28/2026,210.5M,7.286,289,131.5M,4.475,294,302.0,316.0,316.0,278.0,278.0,-48.0,-17.27%
BNI Sekuritas,NI,LIVE,Homeco Victoria Makmur Tbk.,1/28/2026,,,,42.8M,1.468,291,302.0,316.0,316.0,278.0,278.0,-48.0,-17.27%
MANDIRI SEKURITAS,CC,LIVE,Homeco Victoria Makmur Tbk.,1/29/2026,198.3M,8.048,246,29.6M,1.157,256,258.0,260.0,278.0,238.0,260.0,-18.0,-6.92%
MANDIRI SEKURITAS,CC,LIVE,Homeco Victoria Makmur Tbk.,1/30/2026,20.9M,835,250,306.9M,12.374,248,270.0,270.0,270.0,240.0,254.0,-6.0,-2.36%
MANDIRI SEKURITAS,CC,LIVE,Homeco Victoria Makmur Tbk.,2/2/2026,729M,32.934,221,148.9M,6.214,240,254.0,254.0,254.0,216.0,216.0,-38.0,-17.59%
MANDIRI SEKURITAS,CC,LMPI,Langgeng Makmur Industri Tbk.,1/29/2026,132M,4.707,280,43.7M,1.54,284,274.0,276.0,324.0,268.0,268.0,-46.0,-17.16%
BNI Sekuritas,NI,LMPI,Langgeng Makmur Industri Tbk.,1/29/2026,32M,1.069,300,26.9M,967,278,274.0,276.0,324.0,268.0,268.0,-46.0,-17.16%
BRI Danareksa Sekuritas,OD,LMPI,Langgeng Makmur Industri Tbk.,1/29/2026,11.5M,424,271,24.8M,880,282,274.0,276.0,324.0,268.0,268.0,-46.0,-17.16%
MANDIRI SEKURITAS,CC,LMPI,Langgeng Makmur Industri Tbk.,1/30/2026,94M,3.856,244,51.8M,2.005,258,242.0,242.0,288.0,228.0,228.0,-40.0,-17.54%
BNI Sekuritas,NI,LMPI,Langgeng Makmur Industri Tbk.,1/30/2026,30.7M,1.306,235,94.8M,3.85,246,242.0,242.0,288.0,228.0,228.0,-40.0,-17.54%
BRI Danareksa Sekuritas,OD,LMPI,Langgeng Makmur Industri Tbk.,1/30/2026,13.4M,546,245,4.1M,169,244,242.0,242.0,288.0,228.0,228.0,-40.0,-17.54%
MANDIRI SEKURITAS,CC,LMPI,Langgeng Makmur Industri Tbk.,2/2/2026,7.8M,378,205,89.2M,4.406,202,202.0,202.0,224.0,194.0,200.0,-28.0,-14.00%
BNI Sekuritas,NI,LMPI,Langgeng Makmur Industri Tbk.,2/2/2026,182.9M,9.047,202,2M,101,202,202.0,202.0,224.0,194.0,200.0,-28.0,-14.00%
BRI Danareksa Sekuritas,OD,LMPI,Langgeng Makmur Industri Tbk.,2/2/2026,60.2K,3,201,1.3M,65,202,202.0,202.0,224.0,194.0,200.0,-28.0,-14.00%
MANDIRI SEKURITAS,CC,LUCK,Sentral Mitra Informatika Tbk.,1/28/2026,96.4M,7.15,135,84.2M,5.867,143,150.0,150.0,151.0,131.0,131.0,-23.0,-17.56%
BNI Sekuritas,NI,LUCK,Sentral Mitra Informatika Tbk.,1/28/2026,23.6M,1.614,146,40.5M,2.845,142,150.0,150.0,151.0,131.0,131.0,-23.0,-17.56%
MANDIRI SEKURITAS,CC,LUCK,Sentral Mitra Informatika Tbk.,1/29/2026,132M,11.352,116,,,,124.0,124.0,139.0,112.0,118.0,-13.0,-11.02%
BNI Sekuritas,NI,LUCK,Sentral Mitra Informatika Tbk.,1/29/2026,191.9M,15.735,122,119.4M,10.3,116,124.0,124.0,139.0,112.0,118.0,-13.0,-11.02%
BRI Danareksa Sekuritas,OD,LUCK,Sentral Mitra Informatika Tbk.,1/29/2026,,,,25M,2.161,116,124.0,124.0,139.0,112.0,118.0,-13.0,-11.02%
MANDIRI SEKURITAS,CC,LUCK,Sentral Mitra Informatika Tbk.,1/30/2026,37.4M,3.118,120,87.8M,7.12,123,118.0,118.0,130.0,115.0,124.0,6.0,4.84%
BNI Sekuritas,NI,LUCK,Sentral Mitra Informatika Tbk.,1/30/2026,12.7M,1.03,123,44.8M,3.556,126,118.0,118.0,130.0,115.0,124.0,6.0,4.84%
BRI Danareksa Sekuritas,OD,LUCK,Sentral Mitra Informatika Tbk.,1/30/2026,14.9M,1.179,127,14M,1.136,124,118.0,118.0,130.0,115.0,124.0,6.0,4.84%
MANDIRI SEKURITAS,CC,LUCK,Sentral Mitra Informatika Tbk.,2/2/2026,68.3M,6.084,112,,,,124.0,126.0,126.0,106.0,106.0,-18.0,-16.98%
MANDIRI SEKURITAS,CC,MBSS,Mitrabahtera Segara Sejati Tbk.,1/28/2026,1.8B,"9,016","2,001",1.4B,"6,745","2,030",1980.0,1980.0,2180.0,1975.0,1975.0,-345.0,-17.47%
BNI Sekuritas,NI,MBSS,Mitrabahtera Segara Sejati Tbk.,1/28/2026,1.8B,"9,042","1,983",,,,1980.0,1980.0,2180.0,1975.0,1975.0,-345.0,-17.47%
MANDIRI SEKURITAS,CC,MBSS,Mitrabahtera Segara Sejati Tbk.,1/29/2026,1.9B,"10,492","1,833",2B,"10,683","1,831",1785.0,1795.0,2030.0,1680.0,1935.0,-40.0,-2.07%
BNI Sekuritas,NI,MBSS,Mitrabahtera Segara Sejati Tbk.,1/29/2026,1B,"5,973","1,686",,,,1785.0,1795.0,2030.0,1680.0,1935.0,-40.0,-2.07%
MANDIRI SEKURITAS,CC,MBSS,Mitrabahtera Segara Sejati Tbk.,1/30/2026,891.8M,"4,779","1,866",3B,"15,501","1,925",1985.0,1985.0,2020.0,1815.0,1910.0,-25.0,-1.31%
MANDIRI SEKURITAS,CC,MBSS,Mitrabahtera Segara Sejati Tbk.,2/2/2026,3.8B,"22,254","1,698",659.5M,"3,900","1,691",1880.0,1885.0,1895.0,1635.0,1690.0,-220.0,-13.02%
BNI Sekuritas,NI,MBSS,Mitrabahtera Segara Sejati Tbk.,2/2/2026,173.7M,"1,034","1,680",152.7M,924,"1,653",1880.0,1885.0,1895.0,1635.0,1690.0,-220.0,-13.02%
MANDIRI SEKURITAS,CC,MDIA,Intermedia Capital Tbk.,1/28/2026,3.5M,504,70,,,,0.0,0.0,70.0,70.0,70.0,-7.0,-10.00%
BRI Danareksa Sekuritas,OD,MDIA,Intermedia Capital Tbk.,1/28/2026,,,,17.5M,2.5,70,0.0,0.0,70.0,70.0,70.0,-7.0,-10.00%
MANDIRI SEKURITAS,CC,MDIA,Intermedia Capital Tbk.,1/29/2026,2.7M,424,63,,,,0.0,0.0,63.0,63.0,63.0,-7.0,-11.11%
BNI Sekuritas,NI,MDIA,Intermedia Capital Tbk.,1/29/2026,2M,323,63,,,,0.0,0.0,63.0,63.0,63.0,-7.0,-11.11%
BRI Danareksa Sekuritas,OD,MDIA,Intermedia Capital Tbk.,1/29/2026,25.2K,4,63,15.8M,2.5,63,0.0,0.0,63.0,63.0,63.0,-7.0,-11.11%
MANDIRI SEKURITAS,CC,MDIA,Intermedia Capital Tbk.,1/30/2026,36.4M,6.364,57,41.4M,7.022,59,0.0,0.0,59.0,57.0,57.0,-6.0,-10.53%
BRI Danareksa Sekuritas,OD,MDIA,Intermedia Capital Tbk.,1/30/2026,30.5M,5.257,58,,,,0.0,0.0,59.0,57.0,57.0,-6.0,-10.53%
MANDIRI SEKURITAS,CC,MDIA,Intermedia Capital Tbk.,2/2/2026,59.4M,11.424,52,473.2K,91,52,0.0,0.0,52.0,52.0,52.0,-5.0,-9.62%
BRI Danareksa Sekuritas,OD,MDIA,Intermedia Capital Tbk.,2/2/2026,,,,5.2M,1,52,0.0,0.0,52.0,52.0,52.0,-5.0,-9.62%
MANDIRI SEKURITAS,CC,MERI,Merry Riana Edukasi Tbk.,1/28/2026,129.1M,8.248,156,175M,10.564,166,173.0,173.0,173.0,148.0,150.0,-23.0,-15.33%
BNI Sekuritas,NI,MERI,Merry Riana Edukasi Tbk.,1/28/2026,51.2M,3.268,157,35.6M,2.171,164,173.0,173.0,173.0,148.0,150.0,-23.0,-15.33%
BRI Danareksa Sekuritas,OD,MERI,Merry Riana Edukasi Tbk.,1/28/2026,,,,30.1M,2.008,150,173.0,173.0,173.0,148.0,150.0,-23.0,-15.33%
MANDIRI SEKURITAS,CC,MERI,Merry Riana Edukasi Tbk.,1/29/2026,181.5M,13.933,130,118.2M,8.883,133,134.0,134.0,143.0,128.0,142.0,-8.0,-5.63%
BNI Sekuritas,NI,MERI,Merry Riana Edukasi Tbk.,1/29/2026,43M,3.29,131,79.2M,6.03,131,134.0,134.0,143.0,128.0,142.0,-8.0,-5.63%
MANDIRI SEKURITAS,CC,MERI,Merry Riana Edukasi Tbk.,1/30/2026,65.9M,4.6,143,15.1M,1.042,145,138.0,138.0,146.0,135.0,146.0,4.0,2.74%
